code,final_year,description,profile
322,2014,Children's social care: Family support services,CHILDREN'S SOCIAL CARE
323,2014,Children's social care: Youth justice,CHILDREN'S SOCIAL CARE
324,2014,Children's social care: Children's and young people's safety,CHILDREN'S SOCIAL CARE
325,2014,Children's social care: Asylum seekers,CHILDREN'S SOCIAL CARE
328,2014,Children's social care: Other children's and families' services,CHILDREN'S SOCIAL CARE
330,2014,TOTAL CHILDREN'S SOCIAL CARE (total of lines 311 to 328),CHILDREN'S SOCIAL CARE
331,2014,Social care strategy - adults,ADULT SOCIAL CARE
335,2014,Older people (aged 65 or over) including older mentally ill,ADULT SOCIAL CARE
341,2014,Adults aged under 65 with physical disability or sensory impairment,ADULT SOCIAL CARE
342,2014,Adults aged under 65 with learning disabilities,ADULT SOCIAL CARE
343,2014,Adults aged under 65 with mental health needs,ADULT SOCIAL CARE
351,2014,Other adult social care - asylum seekers - lone adults,ADULT SOCIAL CARE
352,2014,Other adult social care - other,ADULT SOCIAL CARE
360,2014,TOTAL ADULT SOCIAL CARE (total of lines 331 to 352),ADULT SOCIAL CARE
361,2014,Sexual health services - STI testing and treatment (prescribed functions),PUBLIC HEALTH
362,2014,Sexual health services - Contraception (prescribed functions),PUBLIC HEALTH
363,2014,"Sexual health services - Advice, prevention and promotion  (non-prescribed functions)",PUBLIC HEALTH
365,2014,NHS health check programme  (prescribed functions),PUBLIC HEALTH
366,2014,Health protection - Local authority role in health protection  (prescribed functions),PUBLIC HEALTH
368,2014,National child measurement programme (prescribed functions),PUBLIC HEALTH
370,2014,Public health advice (prescribed functions),PUBLIC HEALTH
371,2014,Obesity - adults,PUBLIC HEALTH
372,2014,Obesity - children,PUBLIC HEALTH
373,2014,Physical activity - adults,PUBLIC HEALTH
374,2014,Physical activity - children,PUBLIC HEALTH
376,2014,Substance misuse - Drug misuse - adults,PUBLIC HEALTH
377,2014,Substance misuse - Alcohol misuse - adults,PUBLIC HEALTH
378,2014,Substance misuse - (drugs and alcohol) - youth services,PUBLIC HEALTH
380,2014,Smoking and tobacco - Stop smoking services and interventions,PUBLIC HEALTH
381,2014,Smoking and tobacco - Wider tobacco control,PUBLIC HEALTH
383,2014,Children 5–19 public health programmes,PUBLIC HEALTH
385,2014,Miscellaneous public health services,PUBLIC HEALTH
390,2014,TOTAL PUBLIC HEALTH (total of lines 361 to 385),PUBLIC HEALTH
409,2014,"Housing strategy, advice, advances, enabling, renewals and licensing",HOUSING SERVICES (GFRA only)
440,2014,Homelessness,HOUSING SERVICES (GFRA only)
456,2014,Housing benefits: rent allowances and rent rebates - discretionary payments,HOUSING SERVICES (GFRA only)
457,2014,Housing benefits administration,HOUSING SERVICES (GFRA only)
460,2014,Other council property - travellers' sites and non-HRA housing,HOUSING SERVICES (GFRA only)
475,2014,Housing welfare: Supporting People,HOUSING SERVICES (GFRA only)
478,2014,Other welfare services,HOUSING SERVICES (GFRA only)
490,2014,TOTAL HOUSING SERVICES (GFRA only)  (total of lines 409 to 478),HOUSING SERVICES (GFRA only)
500,2014,Archives,CULTURAL AND RELATED SERVICES
501,2014,Culture and heritage (excluding Archives),CULTURAL AND RELATED SERVICES
502,2014,Recreation and sport,CULTURAL AND RELATED SERVICES
503,2014,Open spaces,CULTURAL AND RELATED SERVICES
504,2014,Tourism,CULTURAL AND RELATED SERVICES
505,2014,Library service,CULTURAL AND RELATED SERVICES
509,2014,TOTAL CULTURAL AND RELATED SERVICES (total of lines 500 to 505),CULTURAL AND RELATED SERVICES
510,2014,"Cemetery, cremation and mortuary services",ENVIRONMENTAL AND REGULATORY SERVICES
519,2014,Regulatory services: Trading standards,ENVIRONMENTAL AND REGULATORY SERVICES
520,2014,Regulatory services: Water safety,ENVIRONMENTAL AND REGULATORY SERVICES
521,2014,Regulatory services: Food safety,ENVIRONMENTAL AND REGULATORY SERVICES
522,2014,Regulatory services: Environmental protection; noise and nuisance,ENVIRONMENTAL AND REGULATORY SERVICES
523,2014,Regulatory services: Housing standards,ENVIRONMENTAL AND REGULATORY SERVICES
524,2014,Regulatory services: Health and safety,ENVIRONMENTAL AND REGULATORY SERVICES
525,2014,Regulatory services: Port health (excluding levies),ENVIRONMENTAL AND REGULATORY SERVICES
526,2014,Regulatory services: Port health levies,ENVIRONMENTAL AND REGULATORY SERVICES
527,2014,Regulatory services: Pest control,ENVIRONMENTAL AND REGULATORY SERVICES
528,2014,Regulatory services: Public conveniences,ENVIRONMENTAL AND REGULATORY SERVICES
529,2014,Regulatory services: Animal and public health; infectious disease,ENVIRONMENTAL AND REGULATORY SERVICES
530,2014,Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing,ENVIRONMENTAL AND REGULATORY SERVICES
531,2014,Community safety (Crime reduction),ENVIRONMENTAL AND REGULATORY SERVICES
532,2014,Community safety (Safety services),ENVIRONMENTAL AND REGULATORY SERVICES
533,2014,Community safety (CCTV),ENVIRONMENTAL AND REGULATORY SERVICES
541,2014,Defences against flooding,ENVIRONMENTAL AND REGULATORY SERVICES
543,2014,Land drainage and related work (excluding levy / Special levies),ENVIRONMENTAL AND REGULATORY SERVICES
544,2014,Land drainage and related work - Levy / Special levies,ENVIRONMENTAL AND REGULATORY SERVICES
547,2014,Coast protection,ENVIRONMENTAL AND REGULATORY SERVICES
550,2014,Agriculture and fisheries services,ENVIRONMENTAL AND REGULATORY SERVICES
570,2014,Street cleansing (not chargeable to Highways),ENVIRONMENTAL AND REGULATORY SERVICES
581,2014,Waste collection,ENVIRONMENTAL AND REGULATORY SERVICES
582,2014,Waste disposal,ENVIRONMENTAL AND REGULATORY SERVICES
583,2014,Trade waste,ENVIRONMENTAL AND REGULATORY SERVICES
584,2014,Recycling,ENVIRONMENTAL AND REGULATORY SERVICES
585,2014,Waste minimisation,ENVIRONMENTAL AND REGULATORY SERVICES
586,2014,Climate change costs,ENVIRONMENTAL AND REGULATORY SERVICES
590,2014,TOTAL ENVIRONMENTAL AND REGULATORY SERVICES (total of lines 510 to 586),ENVIRONMENTAL AND REGULATORY SERVICES
591,2014,Building control,PLANNING AND DEVELOPMENT SERVICES
592,2014,Development control,PLANNING AND DEVELOPMENT SERVICES
593,2014,Planning policy,PLANNING AND DEVELOPMENT SERVICES
594,2014,Environmental initiatives,PLANNING AND DEVELOPMENT SERVICES
595,2014,Economic development,PLANNING AND DEVELOPMENT SERVICES
596,2014,Community development,PLANNING AND DEVELOPMENT SERVICES
597,2014,Economic research,PLANNING AND DEVELOPMENT SERVICES
598,2014,Business Support,PLANNING AND DEVELOPMENT SERVICES
599,2014,TOTAL PLANNING AND DEVELOPMENT SERVICES (total of lines 591 to 598),PLANNING AND DEVELOPMENT SERVICES
601,2014,TOTAL POLICE SERVICES,PLANNING AND DEVELOPMENT SERVICES
602,2014,TOTAL FIRE AND RESCUE SERVICES,PLANNING AND DEVELOPMENT SERVICES
604,2014,Coroners' court services,CENTRAL SERVICES
605,2014,Other court services,CENTRAL SERVICES
610,2014,Corporate and democratic core,CENTRAL SERVICES
623,2014,Local tax collection: council tax discounts - locally funded,CENTRAL SERVICES
625,2014,Local tax collection: council tax support administration,CENTRAL SERVICES
628,2014,Local tax collection: other,CENTRAL SERVICES
650,2014,Emergency planning,CENTRAL SERVICES
675,2014,Central services to the public: other,CENTRAL SERVICES
681,2014,Non-distributed costs - retirement benefits,CENTRAL SERVICES
682,2014,Non-distributed costs - costs of unused shares of IT facilities and other assets,CENTRAL SERVICES
683,2014,Non-distributed costs - depreciation / impairment of surplus costs etc,CENTRAL SERVICES
684,2014,Non-distributed costs - revenue expenditure on surplus assets,CENTRAL SERVICES
690,2014,TOTAL CENTRAL SERVICES (total of lines 604 to 684),CENTRAL SERVICES
698,2014,TOTAL OTHER SERVICES (exclude Public Health),CENTRAL SERVICES
799,2014,"TOTAL SERVICE EXPENDITURE (total of lines 190, 290, 330, 360, 390, 490, 509, 590, 599, 601, 602, 690 and 698)",CENTRAL SERVICES
811,2014,Housing benefits: rent allowances - mandatory payments,CENTRAL SERVICES
812,2014,Housing benefits: non-HRA rent rebates - mandatory payments,CENTRAL SERVICES
813,2014,Housing benefits: rent rebates to HRA tenants - mandatory payments,CENTRAL SERVICES
814,2014,Housing benefits: subsidy limitation transfers from HRA,CENTRAL SERVICES
818,2014,Contribution to the HRA re items shared by the whole community,CENTRAL SERVICES
821,2014,Parish Precepts,Precepts and levies
822,2014,Integrated Transport Authority levy,Precepts and levies
824,2014,Waste Disposal Authority levy,Precepts and levies
827,2014,London Pensions Fund Authority levy,Precepts and levies
828,2014,Other levies,Precepts and levies
831,2014,External Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
832,2014,Internal Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
841,2014,Capital charges accounted for in External Trading Accounts,Precepts and levies
842,2014,Capital charges accounted for in Internal Trading Accounts,Precepts and levies
847,2014,Appropriations to(+) / from(-) Accumulated Absences Account,Precepts and levies
848,2014,Adjustments to net current expenditure,Precepts and levies
849,2014,NET CURRENT EXPENDITURE (total of lines 799 to 848),Precepts and levies
